area,year,sex,age,educational_attainment,,value
new zealand,2001,male,70 - 74,third level,,3615
new zealand,2001,male,75 - 79,first level,,12765
new zealand,2001,male,75 - 79,second level,,14418
new zealand,2001,male,75 - 79,third level,,2661
new zealand,2001,male,80 - 84,first level,,6477
new zealand,2001,male,80 - 84,second level,,7866
new zealand,2001,male,80 - 84,third level,,1389
new zealand,2001,male,85 - 89,first level,,3090
new zealand,2001,male,85 - 89,second level,,3465
new zealand,2001,male,85 - 89,third level,,648
new zealand,2001,male,90 - 94,first level,,903
new zealand,2001,male,90 - 94,second level,,828
new zealand,2001,male,90 - 94,third level,,159
new zealand,2001,male,95 - 99,first level,,186
new zealand,2001,male,95 - 99,second level,,129
new zealand,2001,male,95 - 99,third level,,21
new zealand,2001,female,15 - 19,first level,,30087
new zealand,2001,female,15 - 19,second level,,85545
new zealand,2001,female,15 - 19,third level,,195
new zealand,2001,female,20 - 24,first level,,13974
new zealand,2001,female,20 - 24,second level,,77118
new zealand,2001,female,20 - 24,third level,,18327
new zealand,2001,female,25 - 29,first level,,16476
new zealand,2001,female,25 - 29,second level,,76452
new zealand,2001,female,25 - 29,third level,,24447
new zealand,2001,female,30 - 34,first level,,24165
new zealand,2001,female,30 - 34,second level,,87339
new zealand,2001,female,30 - 34,third level,,22233
new zealand,2001,female,35 - 39,first level,,26949
new zealand,2001,female,35 - 39,second level,,93225
new zealand,2001,female,35 - 39,third level,,21015
new zealand,2001,female,40 - 44,first level,,28371
new zealand,2001,female,40 - 44,second level,,87159
new zealand,2001,female,40 - 44,third level,,18144
new zealand,2001,female,45 - 49,first level,,28467
new zealand,2001,female,45 - 49,second level,,71448
new zealand,2001,female,45 - 49,third level,,14601
new zealand,2001,female,50 - 54,first level,,35502
new zealand,2001,female,50 - 54,second level,,57546
new zealand,2001,female,50 - 54,third level,,10488
new zealand,2001,female,55 - 59,first level,,30693
new zealand,2001,female,55 - 59,second level,,40776
new zealand,2001,female,55 - 59,third level,,5700
new zealand,2001,female,60 - 64,first level,,27654
new zealand,2001,female,60 - 64,second level,,32709
new zealand,2001,female,60 - 64,third level,,3423
new zealand,2001,female,65 - 69,first level,,23583
new zealand,2001,female,65 - 69,second level,,24858
new zealand,2001,female,65 - 69,third level,,2031
new zealand,2001,female,70 - 74,first level,,21789
new zealand,2001,female,70 - 74,second level,,20865
new zealand,2001,female,70 - 74,third level,,1557
new zealand,2001,female,75 - 79,first level,,17217
new zealand,2001,female,75 - 79,second level,,17619
new zealand,2001,female,75 - 79,third level,,1029
new zealand,2001,female,80 - 84,first level,,12033
new zealand,2001,female,80 - 84,second level,,11514
new zealand,2001,female,80 - 84,third level,,573
new zealand,2001,female,85 - 89,first level,,7857
new zealand,2001,female,85 - 89,second level,,5943
new zealand,2001,female,85 - 89,third level,,324
new zealand,2001,female,90 - 94,first level,,3261
new zealand,2001,female,90 - 94,second level,,1953
new zealand,2001,female,90 - 94,third level,,120
new zealand,2001,female,95 - 99,first level,,864
new zealand,2001,female,95 - 99,second level,,414
new zealand,2001,female,95 - 99,third level,,15
niue,2001,male,10 - 14,first level,,6
niue,2001,male,10 - 14,second level,,4
niue,2001,male,10 - 14,third level,,0
niue,2001,male,15 - 19,first level,,2
niue,2001,male,15 - 19,second level,,35
niue,2001,male,15 - 19,third level,,1
niue,2001,male,20 - 24,first level,,1
niue,2001,male,20 - 24,second level,,46
niue,2001,male,20 - 24,third level,,8
niue,2001,male,25 - 29,first level,,1
niue,2001,male,25 - 29,second level,,33
niue,2001,male,25 - 29,third level,,26
niue,2001,male,30 - 34,first level,,2
niue,2001,male,30 - 34,second level,,30
niue,2001,male,30 - 34,third level,,15
niue,2001,male,35 - 39,first level,,2
niue,2001,male,35 - 39,second level,,35
niue,2001,male,35 - 39,third level,,16
niue,2001,male,40 - 44,first level,,3
niue,2001,male,40 - 44,second level,,37
niue,2001,male,40 - 44,third level,,19
niue,2001,male,45 - 49,first level,,4
niue,2001,male,45 - 49,second level,,25
niue,2001,male,45 - 49,third level,,22
niue,2001,male,50 - 54,first level,,2
niue,2001,male,50 - 54,second level,,19
niue,2001,male,50 - 54,third level,,14
niue,2001,male,55 - 59,first level,,5
niue,2001,male,55 - 59,second level,,18
niue,2001,male,55 - 59,third level,,16
niue,2001,male,60 - 64,first level,,24
niue,2001,male,60 - 64,second level,,12
niue,2001,male,60 - 64,third level,,3
niue,2001,female,10 - 14,first level,,6
niue,2001,female,10 - 14,second level,,3
niue,2001,female,10 - 14,third level,,1
niue,2001,female,15 - 19,first level,,8
niue,2001,female,15 - 19,second level,,33
niue,2001,female,15 - 19,third level,,6
niue,2001,female,20 - 24,first level,,0
niue,2001,female,20 - 24,second level,,33
niue,2001,female,20 - 24,third level,,17
niue,2001,female,25 - 29,first level,,0
niue,2001,female,25 - 29,second level,,26
niue,2001,female,25 - 29,third level,,21
niue,2001,female,30 - 34,first level,,0
niue,2001,female,30 - 34,second level,,31
niue,2001,female,30 - 34,third level,,19
niue,2001,female,35 - 39,first level,,1
niue,2001,female,35 - 39,second level,,34
niue,2001,female,35 - 39,third level,,14
niue,2001,female,40 - 44,first level,,5
niue,2001,female,40 - 44,second level,,31
niue,2001,female,40 - 44,third level,,13
niue,2001,female,45 - 49,first level,,5
niue,2001,female,45 - 49,second level,,41
niue,2001,female,45 - 49,third level,,18
niue,2001,female,50 - 54,first level,,7
niue,2001,female,50 - 54,second level,,22
niue,2001,female,50 - 54,third level,,12
niue,2001,female,55 - 59,first level,,5
niue,2001,female,55 - 59,second level,,17
niue,2001,female,55 - 59,third level,,11
niue,2001,female,60 - 64,first level,,27
niue,2001,female,60 - 64,second level,,17
niue,2001,female,60 - 64,third level,,2
pakistan,1998,male,15 - 19,first level,,1274891
pakistan,1998,male,15 - 19,second level,,2599564
pakistan,1998,male,15 - 19,third level,,287994
pakistan,1998,male,20 - 24,first level,,736853
pakistan,1998,male,20 - 24,second level,,1961414
pakistan,1998,male,20 - 24,third level,,761260
pakistan,1998,male,25 - 29,first level,,596822
pakistan,1998,male,25 - 29,second level,,1464816
pakistan,1998,male,25 - 29,third level,,650576
pakistan,1998,male,30 - 34,first level,,585892
pakistan,1998,male,30 - 34,second level,,1128178
pakistan,1998,male,30 - 34,third level,,463465
pakistan,1998,male,35 - 39,first level,,422179
pakistan,1998,male,35 - 39,second level,,901228
pakistan,1998,male,35 - 39,third level,,308919
pakistan,1998,male,40 - 44,first level,,344126
pakistan,1998,male,40 - 44,second level,,698068
pakistan,1998,male,40 - 44,third level,,260863
pakistan,1998,male,45 - 49,first level,,277718
pakistan,1998,male,45 - 49,second level,,466702
pakistan,1998,male,45 - 49,third level,,199086
pakistan,1998,male,50 - 54,first level,,240170
pakistan,1998,male,50 - 54,second level,,365146
pakistan,1998,male,50 - 54,third level,,146918
pakistan,1998,male,55 - 59,first level,,154720
pakistan,1998,male,55 - 59,second level,,252105
pakistan,1998,male,55 - 59,third level,,83085
pakistan,1998,male,60 - 64,first level,,111062
pakistan,1998,male,60 - 64,second level,,183583
pakistan,1998,male,60 - 64,third level,,52984
pakistan,1998,male,65 - 69,first level,,66438
pakistan,1998,male,65 - 69,second level,,93931
pakistan,1998,male,65 - 69,third level,,23248
pakistan,1998,male,70 - 74,first level,,54400
pakistan,1998,male,70 - 74,second level,,64400
pakistan,1998,male,70 - 74,third level,,15642
pakistan,1998,female,15 - 19,first level,,920432
pakistan,1998,female,15 - 19,second level,,1545422
pakistan,1998,female,15 - 19,third level,,232547
pakistan,1998,female,20 - 24,first level,,522822
pakistan,1998,female,20 - 24,second level,,914746
pakistan,1998,female,20 - 24,third level,,504093
pakistan,1998,female,25 - 29,first level,,360274
pakistan,1998,female,25 - 29,second level,,530295
pakistan,1998,female,25 - 29,third level,,319644
pakistan,1998,female,30 - 34,first level,,303032
pakistan,1998,female,30 - 34,second level,,383191
pakistan,1998,female,30 - 34,third level,,201178
pakistan,1998,female,35 - 39,first level,,214765
pakistan,1998,female,35 - 39,second level,,284612
pakistan,1998,female,35 - 39,third level,,124001
pakistan,1998,female,40 - 44,first level,,180342
pakistan,1998,female,40 - 44,second level,,209376
pakistan,1998,female,40 - 44,third level,,88428
pakistan,1998,female,45 - 49,first level,,113093
pakistan,1998,female,45 - 49,second level,,127742
pakistan,1998,female,45 - 49,third level,,54770
pakistan,1998,female,50 - 54,first level,,87759
pakistan,1998,female,50 - 54,second level,,85113
pakistan,1998,female,50 - 54,third level,,33413
pakistan,1998,female,55 - 59,first level,,44917
pakistan,1998,female,55 - 59,second level,,49009
pakistan,1998,female,55 - 59,third level,,15352
pakistan,1998,female,60 - 64,first level,,37504
pakistan,1998,female,60 - 64,second level,,35176
pakistan,1998,female,60 - 64,third level,,9844
pakistan,1998,female,65 - 69,first level,,18757
pakistan,1998,female,65 - 69,second level,,17149
pakistan,1998,female,65 - 69,third level,,3803
pakistan,1998,female,70 - 74,first level,,13563
pakistan,1998,female,70 - 74,second level,,9996
pakistan,1998,female,70 - 74,third level,,2700
pakistan,1998,male,15 - 19,first level,,417457
pakistan,1998,male,15 - 19,second level,,1131571
pakistan,1998,male,15 - 19,third level,,181295
pakistan,1998,male,20 - 24,first level,,240895
pakistan,1998,male,20 - 24,second level,,896885
pakistan,1998,male,20 - 24,third level,,484398
pakistan,1998,male,25 - 29,first level,,236508
pakistan,1998,male,25 - 29,second level,,810660
pakistan,1998,male,25 - 29,third level,,421317
pakistan,1998,male,30 - 34,first level,,260690
pakistan,1998,male,30 - 34,second level,,669351
pakistan,1998,male,30 - 34,third level,,313208
pakistan,1998,male,35 - 39,first level,,179618
pakistan,1998,male,35 - 39,second level,,505552
pakistan,1998,male,35 - 39,third level,,223783
pakistan,1998,male,40 - 44,first level,,136159
pakistan,1998,male,40 - 44,second level,,382057
pakistan,1998,male,40 - 44,third level,,193124
pakistan,1998,male,45 - 49,first level,,100035
pakistan,1998,male,45 - 49,second level,,252162
pakistan,1998,male,45 - 49,third level,,147904
pakistan,1998,male,50 - 54,first level,,84575
pakistan,1998,male,50 - 54,second level,,190074
pakistan,1998,male,50 - 54,third level,,107685
pakistan,1998,male,55 - 59,first level,,55629
pakistan,1998,male,55 - 59,second level,,128540
pakistan,1998,male,55 - 59,third level,,62773
pakistan,1998,male,60 - 64,first level,,41794
pakistan,1998,male,60 - 64,second level,,96058
pakistan,1998,male,60 - 64,third level,,39398
pakistan,1998,male,65 - 69,first level,,25282
pakistan,1998,male,65 - 69,second level,,52944
pakistan,1998,male,65 - 69,third level,,18534
pakistan,1998,male,70 - 74,first level,,19297
pakistan,1998,male,70 - 74,second level,,37069
pakistan,1998,male,70 - 74,third level,,12773
pakistan,1998,female,15 - 19,first level,,376850
pakistan,1998,female,15 - 19,second level,,964975
pakistan,1998,female,15 - 19,third level,,189992
